"""
Will be used later but not for the final version for the cs232 class
"""


stock_abbrev,date,opening_price,daily_max,daily_min,closing_price
MTD,07/09/2020,20.07,20.79,19.45,20.61
MTD,07/10/2020,20.61,21.75,19.89,21.38
MTD,07/13/2020,21.38,22.97,21.24,22.09
MTD,07/14/2020,22.09,23.75,21.44,22.26
MTD,07/15/2020,22.26,23.49,21.32,22.61
MTD,07/16/2020,22.61,22.9,22.1,22.77
MTD,07/17/2020,22.77,24.57,21.19,21.92
MTD,07/20/2020,21.92,23.64,20.38,22.45
MTD,07/21/2020,22.45,24.62,20.34,21.85
MTD,07/22/2020,21.85,23.02,19.86,22.61
MTD,07/23/2020,22.61,22.98,22.6,22.66
MTD,07/24/2020,22.66,23.33,22.31,22.52
MTD,07/27/2020,22.52,23.23,21.01,21.45
MTD,07/28/2020,21.45,23.24,20.74,21.82
MTD,07/29/2020,21.82,22.51,20.02,21.05
MTD,07/30/2020,21.05,23.04,20.99,22.44
MTD,07/31/2020,22.44,24.01,20.64,22.35
MTD,08/03/2020,22.35,23.12,21.58,22.43
MTD,08/04/2020,22.43,23.35,22.02,22.19
MTD,08/05/2020,22.19,22.63,21.3,21.66
MTD,08/06/2020,21.66,23.68,20.71,21.81
MTD,08/07/2020,21.81,22.78,21.73,21.9
MTD,08/10/2020,21.9,22.25,20.23,20.94
MTD,08/11/2020,20.94,22.28,20.88,22.18
MTD,08/12/2020,22.18,22.35,21.0,22.34
MTD,08/13/2020,22.34,22.48,20.8,21.23
MTD,08/14/2020,21.23,23.32,19.59,21.03
MTD,08/17/2020,21.03,21.89,19.52,20.03
MTD,08/18/2020,20.03,22.0,19.65,21.43
MTD,08/19/2020,21.43,23.19,19.85,19.86
MTD,08/20/2020,19.86,20.78,18.19,20.6
MTD,08/21/2020,20.6,21.37,20.46,21.25
MTD,08/24/2020,21.25,21.88,19.6,20.64
MTD,08/25/2020,20.64,20.95,19.21,20.76
MTD,08/26/2020,20.76,22.18,20.3,21.19
MTD,08/27/2020,21.19,22.94,20.66,21.03
MTD,08/28/2020,21.03,22.16,20.0,21.08
MTD,08/31/2020,21.08,21.44,19.4,20.91
MTD,09/01/2020,20.91,21.06,19.81,20.46
MTD,09/02/2020,20.46,22.01,19.38,21.04
MTD,09/03/2020,21.04,22.47,20.3,21.02
MTD,09/04/2020,21.02,22.87,19.84,22.18
MTD,09/07/2020,22.18,23.66,22.03,22.89
MTD,09/08/2020,22.89,24.04,21.94,22.33
MTD,09/09/2020,22.33,22.79,20.34,21.72
MTD,09/10/2020,21.72,22.64,21.46,21.51
MTD,09/11/2020,21.51,21.77,20.39,21.2
MTD,09/14/2020,21.2,21.98,19.27,21.79
MTD,09/15/2020,21.79,23.22,21.23,22.21
MTD,09/16/2020,22.21,22.99,20.86,21.48
MTD,09/17/2020,21.48,22.33,20.62,21.19
MTD,09/18/2020,21.19,22.49,20.18,20.32
MTD,09/21/2020,20.32,21.76,20.26,20.68
MTD,09/22/2020,20.68,21.27,20.19,20.76
MTD,09/23/2020,20.76,22.72,19.69,22.02
MTD,09/24/2020,22.02,23.42,21.87,23.37
MTD,09/25/2020,23.37,25.57,22.83,24.81
MTD,09/28/2020,24.81,26.82,22.47,25.61
MTD,09/29/2020,25.61,27.87,25.57,26.53
MTD,09/30/2020,26.53,28.47,24.8,28.18
MTD,10/01/2020,28.18,28.74,25.61,26.21
MTD,10/02/2020,26.21,26.97,24.09,25.23
MTD,10/05/2020,25.23,25.68,23.0,23.61
MTD,10/06/2020,23.61,25.66,21.89,22.95
MTD,10/07/2020,22.95,24.23,21.14,23.02
MTD,10/08/2020,23.02,23.25,22.56,22.71
MTD,10/09/2020,22.71,23.57,22.43,22.96
MTD,10/12/2020,22.96,24.41,20.98,24.04
MTD,10/13/2020,24.04,24.93,23.72,24.36
MTD,10/14/2020,24.36,26.54,23.11,26.0
MTD,10/15/2020,26.0,26.99,23.81,25.14
MTD,10/16/2020,25.14,27.21,23.72,25.6
MTD,10/19/2020,25.6,26.96,24.05,26.93
MTD,10/20/2020,26.93,29.51,24.26,27.86
MTD,10/21/2020,27.86,29.32,26.85,26.88
MTD,10/22/2020,26.88,29.11,26.64,28.83
MTD,10/23/2020,28.83,31.67,28.28,29.61
MTD,10/26/2020,29.61,32.34,28.5,30.76
MTD,10/27/2020,30.76,33.46,29.57,31.17
MTD,10/28/2020,31.17,31.48,28.19,30.88
MTD,10/29/2020,30.88,33.55,28.55,29.42
MTD,10/30/2020,29.42,32.03,27.44,27.67
MTD,11/02/2020,27.67,29.16,25.6,28.61
MTD,11/03/2020,28.61,30.49,25.9,26.55
MTD,11/04/2020,26.55,28.36,25.85,27.44
MTD,11/05/2020,27.44,30.17,25.8,28.6
MTD,11/06/2020,28.6,31.0,27.47,27.64
MTD,11/09/2020,27.64,28.51,25.65,27.56
MTD,11/10/2020,27.56,27.87,26.18,27.8
MTD,11/11/2020,27.8,29.6,26.4,28.78
MTD,11/12/2020,28.78,29.53,27.52,28.04
MTD,11/13/2020,28.04,30.28,25.61,30.22
MTD,11/16/2020,30.22,32.9,29.95,32.57
MTD,11/17/2020,32.57,35.81,31.44,32.24
MTD,11/18/2020,32.24,34.04,31.88,32.67
MTD,11/19/2020,32.67,34.6,31.96,32.52
MTD,11/20/2020,32.52,33.22,31.61,33.07
MTD,11/23/2020,33.07,35.82,30.96,34.43
MTD,11/24/2020,34.43,34.96,33.49,34.78
MTD,11/25/2020,34.78,37.84,32.64,37.55
MTD,11/26/2020,37.55,38.6,35.47,35.93
MTD,11/27/2020,35.93,36.43,34.95,35.2
MTD,11/30/2020,35.2,36.13,32.76,35.96
MTD,12/01/2020,35.96,39.1,34.25,36.2
MTD,12/02/2020,36.2,36.6,35.46,35.64
MTD,12/03/2020,35.64,37.77,33.02,37.58
MTD,12/04/2020,37.58,38.47,36.82,37.75
MTD,12/07/2020,37.75,37.85,34.14,36.99
MTD,12/08/2020,36.99,38.41,33.76,34.03
MTD,12/09/2020,34.03,34.58,31.67,34.15
MTD,12/10/2020,34.15,34.84,33.69,34.27
MTD,12/11/2020,34.27,37.34,33.99,34.37
MTD,12/14/2020,34.37,36.42,32.87,33.08
MTD,12/15/2020,33.08,34.35,30.51,33.21
MTD,12/16/2020,33.21,33.56,31.37,32.44
MTD,12/17/2020,32.44,33.37,30.82,31.01
MTD,12/18/2020,31.01,31.43,28.02,28.52
MTD,12/21/2020,28.52,29.9,26.43,27.21
MTD,12/22/2020,27.21,28.77,25.85,26.58
MTD,12/23/2020,26.58,27.05,25.49,25.53
MTD,12/24/2020,25.53,26.46,24.79,25.24
MTD,12/25/2020,25.24,25.52,24.01,24.55
MTD,12/28/2020,24.55,27.0,22.63,23.12
MTD,12/29/2020,23.12,23.58,22.82,23.08
MTD,12/30/2020,23.08,24.57,22.54,24.38
MTD,12/31/2020,24.38,25.29,24.11,24.83
MTD,01/01/2021,24.83,24.88,23.81,24.48
MTD,01/04/2021,24.48,25.02,22.63,24.25
MTD,01/05/2021,24.25,24.46,22.47,23.61
MTD,01/06/2021,23.61,25.43,21.87,22.38
MTD,01/07/2021,22.38,22.44,22.23,22.35
MTD,01/08/2021,22.35,24.19,20.31,21.48
MTD,01/11/2021,21.48,22.46,21.36,21.49
MTD,01/12/2021,21.49,22.57,20.62,21.68
MTD,01/13/2021,21.68,23.31,20.76,22.74
MTD,01/14/2021,22.74,24.18,21.33,23.8
MTD,01/15/2021,23.8,26.17,22.18,22.8
MTD,01/18/2021,22.8,24.73,22.23,24.44
MTD,01/19/2021,24.44,25.56,23.41,23.55
MTD,01/20/2021,23.55,24.26,21.76,21.81
MTD,01/21/2021,21.81,22.21,20.78,20.86
MTD,01/22/2021,20.86,22.72,19.23,20.6
MTD,01/25/2021,20.6,21.18,19.53,20.43
MTD,01/26/2021,20.43,21.5,19.94,20.07
MTD,01/27/2021,20.07,21.96,19.38,21.71
MTD,01/28/2021,21.71,22.42,19.75,20.82
MTD,01/29/2021,20.82,22.18,20.78,20.82
MTD,02/01/2021,20.82,22.34,19.91,21.58
MTD,02/02/2021,21.58,22.95,19.56,22.45
MTD,02/03/2021,22.45,22.57,21.23,21.43
MTD,02/04/2021,21.43,23.45,20.24,21.05
MTD,02/05/2021,21.05,21.85,19.26,20.83
MTD,02/08/2021,20.83,21.84,19.73,21.5
MTD,02/09/2021,21.5,22.22,21.12,21.12
MTD,02/10/2021,21.12,22.67,21.0,21.63
MTD,02/11/2021,21.63,22.48,21.3,22.1
MTD,02/12/2021,22.1,24.12,21.74,22.02
MTD,02/15/2021,22.02,23.51,20.42,21.53
MTD,02/16/2021,21.53,21.61,20.53,21.48
MTD,02/17/2021,21.48,22.63,20.14,22.57
MTD,02/18/2021,22.57,24.66,22.1,22.61
MTD,02/19/2021,22.61,22.68,21.92,22.63
MTD,02/22/2021,22.63,23.67,21.24,22.33
MTD,02/23/2021,22.33,24.48,21.4,23.99
MTD,02/24/2021,23.99,24.56,21.81,22.23
MTD,02/25/2021,22.23,22.7,20.45,22.48
MTD,02/26/2021,22.48,24.1,21.17,23.95
MTD,03/01/2021,23.95,26.26,21.56,25.74
MTD,03/02/2021,25.74,26.68,23.86,26.57
MTD,03/03/2021,26.57,29.15,24.04,25.96
MTD,03/04/2021,25.96,27.22,24.6,26.63
MTD,03/05/2021,26.63,26.75,25.41,26.23
MTD,03/08/2021,26.23,28.39,23.93,26.74
MTD,03/09/2021,26.74,27.11,26.2,26.83
MTD,03/10/2021,26.83,26.96,25.18,25.98
MTD,03/11/2021,25.98,26.1,23.94,25.65
MTD,03/12/2021,25.65,27.2,24.27,24.32
MTD,03/15/2021,24.32,25.62,22.72,23.39
MTD,03/16/2021,23.39,25.01,21.74,22.82
MTD,03/17/2021,22.82,23.88,21.57,23.77
MTD,03/18/2021,23.77,24.54,21.71,24.05
MTD,03/19/2021,24.05,25.84,23.47,25.49
MTD,03/22/2021,25.49,27.93,25.0,26.22
MTD,03/23/2021,26.22,27.77,25.57,26.74
MTD,03/24/2021,26.74,28.59,24.77,28.43
MTD,03/25/2021,28.43,28.75,27.77,28.07
MTD,03/26/2021,28.07,30.25,26.83,29.86
MTD,03/29/2021,29.86,30.57,29.14,29.29
MTD,03/30/2021,29.29,30.92,27.65,28.72
MTD,03/31/2021,28.72,31.03,26.03,30.96
MTD,04/01/2021,30.96,33.56,29.14,32.74
MTD,04/02/2021,32.74,35.68,30.73,34.3
MTD,04/05/2021,34.3,36.4,34.25,34.67
MTD,04/06/2021,34.67,34.8,32.48,34.22
MTD,04/07/2021,34.22,35.01,34.1,34.35
MTD,04/08/2021,34.35,34.89,31.54,34.43
MTD,04/09/2021,34.43,34.69,33.48,33.62
MTD,04/12/2021,33.62,35.3,33.45,34.94
MTD,04/13/2021,34.94,35.3,33.47,35.14
MTD,04/14/2021,35.14,35.28,35.01,35.23
MTD,04/15/2021,35.23,35.76,33.8,34.88
MTD,04/16/2021,34.88,37.48,32.51,34.01
MTD,04/19/2021,34.01,34.53,31.27,31.64
MTD,04/20/2021,31.64,34.04,31.33,33.85
MTD,04/21/2021,33.85,34.98,32.38,34.89
MTD,04/22/2021,34.89,35.95,31.71,34.64
MTD,04/23/2021,34.64,35.53,31.47,34.73
MTD,04/26/2021,34.73,34.83,33.39,33.78
MTD,04/27/2021,33.78,34.69,31.69,34.27
MTD,04/28/2021,34.27,37.16,33.64,36.07
MTD,04/29/2021,36.07,37.53,35.48,35.78
MTD,04/30/2021,35.78,39.2,34.38,35.89
MTD,05/03/2021,35.89,37.66,33.23,34.3
MTD,05/04/2021,34.3,35.23,33.69,34.45
MTD,05/05/2021,34.45,35.88,33.35,33.65
MTD,05/06/2021,33.65,34.27,31.67,32.17
MTD,05/07/2021,32.17,33.22,29.69,30.13
MTD,05/10/2021,30.13,32.36,27.85,31.29
MTD,05/11/2021,31.29,32.81,29.39,30.87
MTD,05/12/2021,30.87,32.33,28.78,30.95
MTD,05/13/2021,30.95,32.11,30.26,31.87
MTD,05/14/2021,31.87,34.23,31.61,34.07
MTD,05/17/2021,34.07,34.36,33.03,33.49
MTD,05/18/2021,33.49,34.49,32.22,32.36
MTD,05/19/2021,32.36,35.16,31.92,33.16
MTD,05/20/2021,33.16,36.09,32.52,33.57
MTD,05/21/2021,33.57,35.13,30.72,30.87
MTD,05/24/2021,30.87,33.48,30.87,32.23
MTD,05/25/2021,32.23,32.23,31.51,32.13
MTD,05/26/2021,32.13,35.05,30.88,32.04
MTD,05/27/2021,32.04,32.24,30.39,31.93
MTD,05/28/2021,31.93,34.44,30.24,30.42
MTD,05/31/2021,30.42,33.29,29.92,32.71
MTD,06/01/2021,32.71,33.86,30.98,32.97
MTD,06/02/2021,32.97,35.35,32.51,33.19
MTD,06/03/2021,33.19,33.57,32.18,32.77
MTD,06/04/2021,32.77,33.51,30.0,31.89
MTD,06/07/2021,31.89,32.89,29.44,31.14
MTD,06/08/2021,31.14,32.12,29.95,31.16
MTD,06/09/2021,31.16,31.31,29.8,30.01
MTD,06/10/2021,30.01,31.06,29.73,30.95
MTD,06/11/2021,30.95,33.68,28.47,29.98
MTD,06/14/2021,29.98,32.59,28.75,31.96
MTD,06/15/2021,31.96,32.73,31.92,32.31
MTD,06/16/2021,32.31,33.53,30.81,32.99
MTD,06/17/2021,32.99,33.93,29.96,30.16
MTD,06/18/2021,30.16,30.76,27.31,29.53
MTD,06/21/2021,29.53,30.89,28.32,30.09
MTD,06/22/2021,30.09,31.39,28.05,29.36
MTD,06/23/2021,29.36,30.49,27.2,28.05
MTD,06/24/2021,28.05,28.84,26.55,27.53
MTD,06/25/2021,27.53,28.94,26.02,26.04
MTD,06/28/2021,26.04,26.95,25.13,25.48
MTD,06/29/2021,25.48,27.06,24.49,26.47
MTD,06/30/2021,26.47,26.68,25.77,25.81
MTD,07/01/2021,25.81,27.73,23.31,24.82
MTD,07/02/2021,24.82,25.17,24.44,24.92
MTD,07/05/2021,24.92,26.08,24.68,24.75
MTD,07/06/2021,24.75,26.67,24.19,25.68
MTD,07/07/2021,25.68,27.79,24.45,26.09
MTD,07/08/2021,26.09,27.28,25.84,25.91
MTD,07/09/2021,25.91,26.96,25.83,25.92
MTD,07/12/2021,25.92,26.24,25.48,25.76
MTD,07/13/2021,25.76,26.55,24.85,26.37
MTD,07/14/2021,26.37,28.12,25.95,26.51
MTD,07/15/2021,26.51,26.75,25.94,26.23
MTD,07/16/2021,26.23,27.0,24.38,25.85
MTD,07/19/2021,25.85,27.81,23.61,26.45
MTD,07/20/2021,26.45,28.51,24.04,25.44
MTD,07/21/2021,25.44,26.42,23.48,24.51
MTD,07/22/2021,24.51,25.83,22.85,25.66
MTD,07/23/2021,25.66,27.51,25.61,26.54
MTD,07/26/2021,26.54,28.53,24.59,26.38
MTD,07/27/2021,26.38,27.61,25.39,27.08
MTD,07/28/2021,27.08,27.24,26.35,26.71
MTD,07/29/2021,26.71,28.97,24.5,27.0
MTD,07/30/2021,27.0,28.44,24.62,24.62
MTD,08/02/2021,24.62,24.94,22.23,22.68
MTD,08/03/2021,22.68,24.28,21.78,23.08
MTD,08/04/2021,23.08,23.16,21.37,23.02
MTD,08/05/2021,23.02,23.69,22.35,23.45
MTD,08/06/2021,23.45,24.9,21.17,22.31
MTD,08/09/2021,22.31,24.04,22.06,22.26
MTD,08/10/2021,22.26,22.42,20.88,21.76
MTD,08/11/2021,21.76,22.9,20.49,21.56
MTD,08/12/2021,21.56,23.62,19.96,20.39
MTD,08/13/2021,20.39,20.72,19.82,19.88
MTD,08/16/2021,19.88,21.69,18.45,19.26
MTD,08/17/2021,19.26,19.29,17.49,18.79
MTD,08/18/2021,18.79,20.48,17.3,20.33
MTD,08/19/2021,20.33,21.75,19.48,21.64
MTD,08/20/2021,21.64,22.19,19.81,21.94
MTD,08/23/2021,21.94,23.89,20.17,21.52
MTD,08/24/2021,21.52,22.02,20.8,20.94
MTD,08/25/2021,20.94,22.2,19.85,21.5
MTD,08/26/2021,21.5,23.58,19.97,23.46
MTD,08/27/2021,23.46,24.62,22.33,24.48
MTD,08/30/2021,24.48,24.77,24.27,24.32
MTD,08/31/2021,24.32,26.17,22.71,24.87
MTD,09/01/2021,24.87,26.85,23.91,24.1
MTD,09/02/2021,24.1,25.04,21.98,22.92
MTD,09/03/2021,22.92,24.75,22.33,22.45
MTD,09/06/2021,22.45,23.53,22.11,22.21
MTD,09/07/2021,22.21,23.46,20.41,21.02
MTD,09/08/2021,21.02,21.12,19.62,20.07
MTD,09/09/2021,20.07,21.48,18.32,18.42
MTD,09/10/2021,18.42,19.37,16.99,19.23
MTD,09/13/2021,19.23,20.54,18.1,18.55
MTD,09/14/2021,18.55,18.81,17.44,18.39
MTD,09/15/2021,18.39,18.6,18.33,18.47
MTD,09/16/2021,18.47,20.12,17.78,19.69
MTD,09/17/2021,19.69,20.42,19.47,20.31
MTD,09/20/2021,20.31,20.46,19.37,19.83
MTD,09/21/2021,19.83,20.74,19.47,19.8
MTD,09/22/2021,19.8,21.61,19.49,20.69
MTD,09/23/2021,20.69,22.24,19.66,19.99
MTD,09/24/2021,19.99,20.58,18.55,19.02
MTD,09/27/2021,19.02,19.11,18.97,19.1
MTD,09/28/2021,19.1,20.01,17.39,18.17
MTD,09/29/2021,18.17,19.69,16.51,19.4
MTD,09/30/2021,19.4,20.61,18.2,19.95
MTD,10/01/2021,19.95,20.82,19.84,20.77
MTD,10/04/2021,20.77,21.13,19.21,21.12
MTD,10/05/2021,21.12,21.43,21.06,21.31
MTD,10/06/2021,21.31,21.76,20.06,20.07
MTD,10/07/2021,20.07,21.23,18.21,20.49
MTD,10/08/2021,20.49,21.61,18.91,20.83
MTD,10/11/2021,20.83,21.65,19.26,20.98
MTD,10/12/2021,20.98,22.59,19.95,21.53
MTD,10/13/2021,21.53,22.29,19.61,21.52
MTD,10/14/2021,21.52,23.25,20.82,22.35
MTD,10/15/2021,22.35,24.51,20.4,22.93
MTD,10/18/2021,22.93,23.43,21.06,23.21
MTD,10/19/2021,23.21,24.57,21.01,23.18
MTD,10/20/2021,23.18,25.19,22.18,23.25
MTD,10/21/2021,23.25,25.23,21.19,21.99
MTD,10/22/2021,21.99,23.91,20.43,23.8
MTD,10/25/2021,23.8,24.51,22.6,23.84
MTD,10/26/2021,23.84,25.71,23.61,23.77
MTD,10/27/2021,23.77,24.83,22.19,24.01
MTD,10/28/2021,24.01,25.11,22.29,22.35
MTD,10/29/2021,22.35,24.05,21.06,22.66
MTD,11/01/2021,22.66,23.88,21.38,23.46
MTD,11/02/2021,23.46,24.06,23.25,23.57
MTD,11/03/2021,23.57,23.7,22.87,23.27
MTD,11/04/2021,23.27,23.96,23.18,23.96
MTD,11/05/2021,23.96,25.36,22.88,24.86
MTD,11/08/2021,24.86,24.95,24.26,24.76
MTD,11/09/2021,24.76,25.36,24.05,25.0
MTD,11/10/2021,25.0,25.5,22.73,23.1
MTD,11/11/2021,23.1,24.92,22.45,23.77
MTD,11/12/2021,23.77,23.98,23.51,23.85
MTD,11/15/2021,23.85,24.31,23.45,24.01
MTD,11/16/2021,24.01,26.36,22.46,25.02
MTD,11/17/2021,25.02,25.15,24.74,24.74
MTD,11/18/2021,24.74,25.05,22.61,24.82
MTD,11/19/2021,24.82,26.98,24.54,25.15
MTD,11/22/2021,25.15,27.22,24.42,24.96
MTD,11/23/2021,24.96,25.91,24.21,25.23
MTD,11/24/2021,25.23,26.28,23.79,26.08
MTD,11/25/2021,26.08,27.42,23.9,25.93
MTD,11/26/2021,25.93,26.06,24.29,25.93
MTD,11/29/2021,25.93,26.99,25.84,26.24
MTD,11/30/2021,26.24,28.52,23.86,28.16
MTD,12/01/2021,28.16,30.3,25.6,28.82
MTD,12/02/2021,28.82,31.63,28.06,29.41
MTD,12/03/2021,29.41,30.9,28.75,30.05
MTD,12/06/2021,30.05,30.51,28.86,29.17
MTD,12/07/2021,29.17,30.36,28.8,29.77
MTD,12/08/2021,29.77,31.0,28.88,29.51
MTD,12/09/2021,29.51,30.88,28.46,30.43
MTD,12/10/2021,30.43,32.98,30.14,32.4
MTD,12/13/2021,32.4,32.92,32.22,32.34
MTD,12/14/2021,32.34,33.58,30.57,32.47
MTD,12/15/2021,32.47,33.86,32.18,32.23
MTD,12/16/2021,32.23,34.55,30.53,34.42
MTD,12/17/2021,34.42,35.85,32.25,33.26
MTD,12/20/2021,33.26,36.43,30.93,33.01
MTD,12/21/2021,33.01,33.69,31.84,33.48
MTD,12/22/2021,33.48,35.74,31.51,31.59
MTD,12/23/2021,31.59,33.49,29.8,32.18
MTD,12/24/2021,32.18,34.32,31.31,33.58
MTD,12/27/2021,33.58,34.23,32.27,33.42
MTD,12/28/2021,33.42,36.46,31.82,35.9
MTD,12/29/2021,35.9,36.82,33.67,35.72
MTD,12/30/2021,35.72,35.95,35.63,35.69
MTD,12/31/2021,35.69,37.68,35.48,35.67
MTD,01/03/2022,35.67,38.74,34.95,35.28
MTD,01/04/2022,35.28,35.6,34.58,34.81
MTD,01/05/2022,34.81,35.25,34.69,34.86
MTD,01/06/2022,34.86,35.72,34.14,35.39
MTD,01/07/2022,35.39,36.9,33.05,33.8
MTD,01/10/2022,33.8,35.64,31.09,34.2
MTD,01/11/2022,34.2,36.91,31.76,32.29
MTD,01/12/2022,32.29,32.6,30.19,31.36
MTD,01/13/2022,31.36,34.3,30.87,32.94
MTD,01/14/2022,32.94,33.21,30.85,32.22
MTD,01/17/2022,32.22,32.59,30.88,32.3
MTD,01/18/2022,32.3,34.67,30.35,31.27
MTD,01/19/2022,31.27,33.94,28.43,28.7
MTD,01/20/2022,28.7,29.66,27.73,28.6
MTD,01/21/2022,28.6,28.66,28.27,28.33
MTD,01/24/2022,28.33,29.14,27.51,28.47
MTD,01/25/2022,28.47,29.61,25.75,28.5
MTD,01/26/2022,28.5,29.37,27.13,28.3
MTD,01/27/2022,28.3,28.48,28.23,28.33
MTD,01/28/2022,28.33,30.0,27.77,28.45
MTD,01/31/2022,28.45,29.32,26.25,26.65
MTD,02/01/2022,26.65,27.34,26.54,26.68
MTD,02/02/2022,26.68,27.24,24.76,25.81
MTD,02/03/2022,25.81,27.33,23.74,25.27
MTD,02/04/2022,25.27,26.37,22.98,26.14
MTD,02/07/2022,26.14,27.87,23.76,27.46
MTD,02/08/2022,27.46,29.03,25.44,26.01
MTD,02/09/2022,26.01,27.76,23.85,24.53
MTD,02/10/2022,24.53,25.02,22.97,24.18
MTD,02/11/2022,24.18,25.06,21.92,23.7
MTD,02/14/2022,23.7,25.57,22.71,24.93
MTD,02/15/2022,24.93,25.94,24.01,25.57
MTD,02/16/2022,25.57,26.93,25.38,25.85
MTD,02/17/2022,25.85,28.26,24.61,26.66
MTD,02/18/2022,26.66,27.57,24.01,24.42
MTD,02/21/2022,24.42,24.71,23.16,24.3
MTD,02/22/2022,24.3,25.94,23.34,24.28
MTD,02/23/2022,24.28,25.79,23.12,23.35
MTD,02/24/2022,23.35,24.96,23.21,24.33
MTD,02/25/2022,24.33,25.61,23.49,23.6
MTD,02/28/2022,23.6,25.71,22.21,24.99
MTD,03/01/2022,24.99,26.81,24.62,26.65
MTD,03/02/2022,26.65,27.89,24.41,25.86
MTD,03/03/2022,25.86,26.6,24.52,25.07
MTD,03/04/2022,25.07,25.74,23.8,24.67
MTD,03/07/2022,24.67,26.96,23.5,24.07
MTD,03/08/2022,24.07,25.42,23.84,24.55
MTD,03/09/2022,24.55,26.16,22.64,23.19
MTD,03/10/2022,23.19,25.19,22.58,23.05
MTD,03/11/2022,23.05,24.66,21.68,24.11
MTD,03/14/2022,24.11,24.74,23.97,24.63
MTD,03/15/2022,24.63,25.62,23.7,25.18
MTD,03/16/2022,25.18,26.36,22.68,25.1
MTD,03/17/2022,25.1,25.47,22.95,23.63
MTD,03/18/2022,23.63,23.95,21.96,23.22
MTD,03/21/2022,23.22,24.78,22.55,23.21
MTD,03/22/2022,23.21,23.4,21.78,22.5
MTD,03/23/2022,22.5,22.92,21.72,22.01
MTD,03/24/2022,22.01,24.16,21.74,23.88
MTD,03/25/2022,23.88,25.89,21.54,22.07
MTD,03/28/2022,22.07,24.07,19.95,23.62
MTD,03/29/2022,23.62,24.78,22.32,24.17
MTD,03/30/2022,24.17,26.43,23.16,24.23
MTD,03/31/2022,24.23,24.85,22.91,24.83
MTD,04/01/2022,24.83,25.42,23.47,24.75
MTD,04/04/2022,24.75,25.51,24.47,25.16
MTD,04/05/2022,25.16,26.39,24.98,26.2
MTD,04/06/2022,26.2,26.29,24.67,26.22
MTD,04/07/2022,26.22,27.86,24.03,27.03
MTD,04/08/2022,27.03,27.27,24.66,26.49
MTD,04/11/2022,26.49,28.65,26.36,28.62
MTD,04/12/2022,28.62,29.9,27.57,28.88
MTD,04/13/2022,28.88,31.5,26.46,30.37
MTD,04/14/2022,30.37,32.82,28.3,31.38
MTD,04/15/2022,31.38,33.2,31.24,31.52
MTD,04/18/2022,31.52,32.89,28.9,31.45
MTD,04/19/2022,31.45,34.35,29.75,33.8
MTD,04/20/2022,33.8,34.63,32.05,32.43
MTD,04/21/2022,32.43,33.08,31.42,32.05
MTD,04/22/2022,32.05,32.29,31.33,31.84
MTD,04/25/2022,31.84,35.01,31.5,31.77
MTD,04/26/2022,31.77,34.27,31.76,32.35
MTD,04/27/2022,32.35,34.0,30.76,30.85
MTD,04/28/2022,30.85,32.4,30.47,31.61
MTD,04/29/2022,31.61,32.95,29.7,30.32
MTD,05/02/2022,30.32,31.37,29.26,31.31
MTD,05/03/2022,31.31,33.79,30.82,33.68
MTD,05/04/2022,33.68,35.5,32.42,33.81
MTD,05/05/2022,33.81,36.56,30.88,35.51
MTD,05/06/2022,35.51,37.57,34.08,37.37
MTD,05/09/2022,37.37,38.93,34.3,34.32
MTD,05/10/2022,34.32,35.73,33.9,35.57
MTD,05/11/2022,35.57,36.28,35.51,36.07
MTD,05/12/2022,36.07,39.29,35.75,38.39
MTD,05/13/2022,38.39,38.59,36.63,36.63
MTD,05/16/2022,36.63,36.73,34.23,36.38
MTD,05/17/2022,36.38,36.99,34.69,36.13
MTD,05/18/2022,36.13,37.68,33.27,33.88
MTD,05/19/2022,33.88,34.58,33.67,34.06
MTD,05/20/2022,34.06,37.24,32.4,36.35
MTD,05/23/2022,36.35,38.09,35.24,37.86
MTD,05/24/2022,37.86,40.57,36.7,39.35
MTD,05/25/2022,39.35,42.26,38.76,40.04
MTD,05/26/2022,40.04,43.43,39.51,42.85
MTD,05/27/2022,42.85,44.39,38.95,42.03
MTD,05/30/2022,42.03,42.1,39.55,40.62
MTD,05/31/2022,40.62,43.83,37.2,38.89
MTD,06/01/2022,38.89,40.68,37.31,38.65
MTD,06/02/2022,38.65,42.04,37.47,38.94
MTD,06/03/2022,38.94,41.08,37.2,40.75
MTD,06/06/2022,40.75,42.02,37.3,41.66
MTD,06/07/2022,41.66,42.8,39.74,41.73
MTD,06/08/2022,41.73,43.54,38.43,43.47
MTD,06/09/2022,43.47,43.65,43.11,43.39
MTD,06/10/2022,43.39,46.22,41.6,43.14
MTD,06/13/2022,43.14,46.34,42.89,45.6
MTD,06/14/2022,45.6,48.58,44.25,45.95
MTD,06/15/2022,45.95,49.82,44.4,46.24
MTD,06/16/2022,46.24,50.44,45.7,48.94
MTD,06/17/2022,48.94,52.79,45.2,52.5
MTD,06/20/2022,52.5,53.22,51.43,52.99
MTD,06/21/2022,52.99,56.67,49.83,50.05
MTD,06/22/2022,50.05,51.12,48.88,49.22
MTD,06/23/2022,49.22,54.05,47.66,50.42
MTD,06/24/2022,50.42,52.63,45.45,46.97
MTD,06/27/2022,46.97,50.29,44.19,45.29
MTD,06/28/2022,45.29,46.39,41.05,45.35
MTD,06/29/2022,45.35,46.6,41.43,45.29
MTD,06/30/2022,45.29,46.32,43.09,44.67
